OID_,UID,Xsugg,Ysugg,Type_,Unit,Walker,Pass_Grid,Section_,ObjNo,Object,Material,MaxSize,Comments,MN_LN,FN_EB1,EB2,FMin,FPal,SPal,TPal,PPal_PG,Geometric,Archaic,Class,Hell,ERom,MRom,LRom,EByz,MByz,EVen,MVen,LVen,Recent,Other,TOTAL,DDLat,DDLon,ORIG_OID
,4303-17-1-5-O2,707128.699999999953434,3974053.299999999813735,tract,4303,17,1,5,2,lump,slag,2.600000000000000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.88885532,23.29476168,83
,4304-20-1-35-O1,707152.599999999976717,3973973.899999999906868,tract,4304,20,1,35,1,quern,extrusive igneous stone,9.199999999999999,two flat surfaces; parallel grooves on one of the flat sides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.88813496,23.29500562,84
,4305-20-1-45-O1,707153.500000000000000,3973915.500000000000000,tract,4305,20,1,45,1,lump,slag,4.400000000000000,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.88760865,23.29500039,85
,4305-20-1-45-O2,707152.699999999953434,3973917.299999999813735,tract,4305,20,1,45,2,lump,slag,2.400000000000000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.88762504,23.29499201,86
,4305-29-1-45-O1,707170.800000000046566,3973917.100000000093132,tract,4305,29,1,45,1,lump,slag,4.500000000000000,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.88761940,23.29519233,87
,4307-20-1-15-O1,707201.800000000046566,3973916.200000000186265,tract,4307,20,1,15,1,lump,slag,4.600000000000000,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.88760473,23.29553529,88
,4307-20-1-15-O2,707203.500000000000000,3973909.399999999906868,tract,4307,20,1,15,2,lump,slag,1.100000000000000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.88754311,23.29555235,89
,4307-20-1-15-O3,707201.699999999953434,3973912.299999999813735,tract,4307,20,1,15,3,lump,slag,1.600000000000000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.88756962,23.29553317,90
,4307-20-1-15-O4,707200.699999999953434,3973917.299999999813735,tract,4307,20,1,15,4,lump,slag,3.300000000000000,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.88761488,23.29552340,91
,4307-20-1-25-O1,707204.099999999976717,3973903.100000000093132,tract,4307,20,1,25,1,lump,slag,4.100000000000000,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.88748623,23.29555735,92
,4307-29-1-15-O1,707188.900000000023283,3973914.100000000093132,tract,4307,29,1,15,1,projectile,iron,3.500000000000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.88758854,23.29539194,93
,4307-29-1-35-O1,707193.500000000000000,3973887.200000000186265,tract,4307,29,1,35,1,lump,slag,4.500000000000000,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.88734523,23.29543586,94
,4307-29-1-35-O2,707192.699999999953434,3973886.500000000000000,tract,4307,29,1,35,2,lump,slag,3.500000000000000,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.88733910,23.29542682,95
,4309-28-1-25-O1,707240.900000000023283,3973852.000000000000000,tract,4309,28,1,25,1,lump,slag,7.500000000000000,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.88701809,23.29595146,96
,4309-28-1-25-O2,707243.300000000046566,3973846.000000000000000,tract,4309,28,1,25,2,lump,slag,4.000000000000000,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.88696352,23.29597646,97
,4309-28-1-45-O1,707245.099999999976717,3973826.899999999906868,tract,4309,28,1,45,1,lump,slag,9.000000000000000,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.88679107,23.29599142,98
,4309-28-1-45-O2,707245.900000000023283,3973828.399999999906868,tract,4309,28,1,45,2,lump,slag,6.500000000000000,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.88680442,23.29600067,99
,4309-29-1-5-O1,707196.800000000046566,3973866.799999999813735,tract,4309,29,1,5,1,lump,slag,4.500000000000000,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.88716075,23.29546709,100
,4310-15-1-45-O1,707316.199999999953434,3973895.100000000093132,tract,4310,15,1,45,1,projectile,iron,8.500000000000000,,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,20,100,35.88739042,23.29679630,101
,4310-20-1-5-O1,707286.000000000000000,3973840.399999999906868,tract,4310,20,1,5,1,lump,slag,2.900000000000000,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.88690403,23.29644773,102
,4310-20-1-5-O2,707286.099999999976717,3973839.200000000186265,tract,4310,20,1,5,2,lump,slag,4.000000000000000,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.88689320,23.29644852,103
,4312-20-1-25-O1,707297.599999999976717,3973917.299999999813735,tract,4312,20,1,25,1,lump,slag,6.000000000000000,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.88759436,23.29659616,104
,4312-20-1-5-O1,707300.300000000046566,3973898.000000000000000,tract,4312,20,1,5,1,lump,slag,2.800000000000000,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.88741991,23.29662103,105
,4312-26-1-35-O1,707281.400000000023283,3973931.000000000000000,tract,4312,26,1,35,1,lump,slag,6.900000000000000,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.88772121,23.29642038,106
,4312-26-1-35-O2,707283.300000000046566,3973927.299999999813735,tract,4312,26,1,35,2,lump,slag,7.000000000000000,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.88768748,23.29644045,107
,4312-28-1-35-O1,707271.099999999976717,3973921.600000000093132,tract,4312,28,1,35,1,lump,slag,2.500000000000000,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.88763871,23.29630390,108
,4312-29-1-15-O1,707312.400000000023283,3973914.700000000186265,tract,4312,29,1,15,1,lump,slag,3.800000000000000,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.88756780,23.29675933,109
,4313-20-1-15-O1,707275.599999999976717,3973961.299999999813735,tract,4313,20,1,15,1,lump,slag,10.000000000000000,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.88799541,23.29636405,110
,4313-20-1-5-O1,707278.599999999976717,3973946.799999999813735,tract,4313,20,1,5,1,lump,slag,4.500000000000000,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.88786414,23.29639349,111
,4313-20-1-5-O2,707279.000000000000000,3973946.299999999813735,tract,4313,20,1,5,2,lump,slag,2.500000000000000,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.88785955,23.29639779,112
,4313-20-1-5-O3,707277.599999999976717,3973946.700000000186265,tract,4313,20,1,5,3,lump,slag,2.400000000000000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.88786345,23.29638239,113
,4313-20-1-5-O4,707278.699999999953434,3973946.299999999813735,tract,4313,20,1,5,4,lump,slag,6.000000000000000,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.88785962,23.29639447,114
,4313-28-1-25-O1,707248.500000000000000,3973969.600000000093132,tract,4313,28,1,25,1,lump,slag,6.500000000000000,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.88807592,23.29606619,115
,4313-28-1-25-O2,707250.599999999976717,3973960.200000000186265,tract,4313,28,1,25,2,lump,slag,8.500000000000000,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.88799079,23.29608700,116
,4313-28-1-45-O1,707245.000000000000000,3973988.100000000093132,tract,4313,28,1,45,1,lump,slag,6.200000000000000,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.88824332,23.29603226,117
,4313-29-1-25-O1,707300.400000000023283,3973967.799999999813735,tract,4313,29,1,25,1,lump,slag,13.800000000000001,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.88804871,23.29664030,118
,4314-20-1-45-O1,707260.400000000023283,3974043.000000000000000,tract,4314,20,1,45,1,quern,extrusive igneous stone,8.800000000000001,two flat surfaces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.88873465,23.29621704,119
,4314-27-1-15-O1,707253.699999999953434,3974004.200000000186265,tract,4314,27,1,15,1,lump,slag,6.900000000000000,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.88838652,23.29613277,120
,4315-29-1-15-O1,707279.199999999953434,3974074.700000000186265,tract,4315,29,1,15,1,lump,slag,9.500000000000000,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.88901625,23.29643342,121
,4315-29-1-5-O1,707283.099999999976717,3974056.200000000186265,tract,4315,29,1,5,1,lump,slag,4.800000000000000,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.88884876,23.29647178,122
,4318-27-1-35-O1,707188.099999999976717,3974148.000000000000000,tract,4318,27,1,35,1,roof tile?,limestone,7.500000000000000,chamfered edge,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,30,10,100,35.88969589,23.29544393,123
,4328-27-1-25-O1,707345.900000000023283,3973975.700000000186265,tract,4328,27,1,25,1,lump,slag,2.600000000000000,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.88811024,23.29714608,124
,4328-27-1-45-O1,707349.400000000023283,3973956.700000000186265,tract,4328,27,1,45,1,lump,slag,4.900000000000000,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.88793833,23.29717988,125
,57-g1-O1,710015.000000000000000,3976855.000000000000000,grab,,57,,,1,lump,glass,3.000000000000000,irregular lump which could be perhaps glass slag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,35.91347974,23.32745447,126
,57-g2-O1,707130.000000000000000,3973020.000000000000000,grab,,57,,,1,projectile,iron,6.500000000000000,,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,20,100,35.87954618,23.29450740,127
,57-g2-O2,710125.000000000000000,3967136.000000000000000,grab,,57,,,2,waster?,unknown,6.200000000000000,possibly vitrified pottery?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.82590074,23.32611088,128
,6065-3945-S-1,706065.500000000000000,3973942.500000000000000,grid,6065-3945,28,29,S,1,lump,slag,2.800000000000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.88808156,23.28296232,129
,6112-2-1-5-O1,708460.300000000046566,3971433.000000000000000,tract,6112,2,1,5,1,vessel,glass,3.000000000000000,light green,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.86496689,23.30881821,130
,6113-27-1-55-O1,708517.599999999976717,3971169.500000000000000,tract,6113,27,1,55,1,vessel,glass,5.500000000000000,green,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.86258087,23.30938347,131
,6265-2505-S-1,706264.599999999976717,3972506.399999999906868,grid,6265-2505,59,34,S,1,lump,slag,3.400000000000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.87510189,23.28479474,132
,6325-3415-V-1,706325.400000000023283,3973410.100000000093132,grid,6325-3415,7,16,V,1,lump,slag,6.100000000000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.88323046,23.28570175,133
,6345-3365-S-1,706345.900000000023283,3973365.200000000186265,grid,6345-3365,57,15,S,1,lump,slag,4.200000000000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.88282163,23.28591706,134
,6545-2825-S-O1,706545.000000000000000,3972825.000000000000000,grid,6545-2825,59,21,S,1,vessel,glass,2.900000000000000,greenish-brown with white substance inside fold of rim for opacity; flowlines of glass clearly visible in section. From a stemmed beaker or lamp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,100,35.87791303,23.28798109,135
,7091-7-1-55-O1,709056.400000000023283,3972831.000000000000000,tract,7091,7,1,55,1,vessel,glass,2.000000000000000,light purple (solarised?),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.87743409,23.31578217,136
,7745-1975-S-1,707747.500000000000000,3971979.500000000000000,grid,7745-1975,57,35,S,1,lump,slag,5.200000000000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.87004165,23.30107166,137
,7755-1985-S-1,707756.800000000046566,3971988.899999999906868,grid,7755-1985,57,35,S,1,lump,slag,2.600000000000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.87012436,23.30117704,138
,7755-1985-S-2,707757.900000000023283,3971982.299999999813735,grid,7755-1985,57,35,S,2,lump,slag,3.400000000000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.87006467,23.30118750,139
,8051-14-1-35-O1,709132.699999999953434,3970897.399999999906868,tract,8051,14,1,35,1,vessel,glass,3.500000000000000,light purple (solarised?); faceted bottle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.85999847,23.31611951,140
,8052-27-1-65-O1,709066.099999999976717,3970826.100000000093132,tract,8052,27,1,65,1,vessel,glass,2.000000000000000,olive green,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.85937036,23.31536378,141
,8058-20-1-5-O1,709178.500000000000000,3970746.000000000000000,tract,8058,20,1,5,1,coin,copper alloy,2.000000000000000,2 lepta; pierced for suspension,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,35.85862477,23.31658667,142
,8071-27-1-15-O1,708851.199999999953434,3971559.200000000186265,tract,8071,27,1,15,1,vessel,glass,1.600000000000000,light green rim fragment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,100,35.86602053,23.31317754,143
,8071-36-1-65-O1,708837.199999999953434,3971603.700000000186265,tract,8071,36,1,65,1,bead,glass,7.000000000000000,blue with white incised lines (probably meant to imitate cut stone?),0,0,0,0,0,0,0,0,0,0,0,0,20,20,30,10,10,10,0,0,0,100,100,35.86642441,23.31303425,144
,8090-36-1-55-O1,709281.800000000046566,3971066.100000000093132,tract,8090,36,1,55,1,lump,slag,3.700000000000000,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.86148641,23.31781383,145
,8102-20-1-45-O1,709349.099999999976717,3971665.399999999906868,tract,8102,20,1,45,1,cartridge,copper alloy,3.200000000000000,pinched and pierced,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,35.86687098,23.31871598,146
,8124-27-1-25-O1,709333.000000000000000,3970952.399999999906868,tract,8124,27,1,25,1,vessel,glass,1.600000000000000,clear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.86045118,23.31835062,147
,8130-27-1-65-O1,706580.199999999953434,3973111.000000000000000,tract,8130,27,1,65,1,lump,slag,4.100000000000000,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.88048215,23.28844488,148
,8132-29-1-25-O1,706543.599999999976717,3973106.100000000093132,tract,8132,29,1,25,1,cartridge,copper alloy,3.700000000000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,35.88044573,23.28803846,149
,8136-29-1-35-O1,706482.800000000046566,3973292.000000000000000,tract,8136,29,1,35,1,lump,slag,4.200000000000000,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.88213331,23.28741359,150
,8143-14-1-25-O1,706577.500000000000000,3973361.500000000000000,tract,8143,14,1,25,1,gunstock?,iron,28.500000000000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,35.88273946,23.28847994,151
,8181-28-1-35-O1,709371.300000000046566,3971023.500000000000000,tract,8181,28,1,35,1,lump,slag,5.000000000000000,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.86108352,23.31879314,152
,8192-29-1-15-O1,709420.699999999953434,3971014.100000000093132,tract,8192,29,1,15,1,lump,slag,2.800000000000000,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.86098828,23.31933738,153
,8192-29-1-15-O2,709422.599999999976717,3971012.600000000093132,tract,8192,29,1,15,2,lump,slag,2.500000000000000,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.86097436,23.31935801,154
,8192-29-1-15-O3,709418.000000000000000,3971013.799999999813735,tract,8192,29,1,15,3,lump,slag,1.700000000000000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.86098615,23.31930742,155
,8194-20-1-45-O1,709405.199999999953434,3971046.600000000093132,tract,8194,20,1,45,1,lump,slag,3.100000000000000,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.86128438,23.31917438,156
,8194-20-1-85-O1,709431.800000000046566,3971047.200000000186265,tract,8194,20,1,85,1,lump,slag,3.200000000000000,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.86128409,23.31946891,157
,8194-27-1-25-O1,709396.099999999976717,3971028.500000000000000,tract,8194,27,1,25,1,lump,slag,5.500000000000000,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.86112326,23.31906892,158
,8194-27-1-5-O1,709388.599999999976717,3971028.600000000093132,tract,8194,27,1,5,1,lump,slag,2.000000000000000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.86112577,23.31898594,159
,8195-27-1-5-O1,709382.599999999976717,3971191.500000000000000,tract,8195,27,1,5,1,lump,slag,3.800000000000000,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.86259457,23.31896231,160
,8425-2075-S-1,708424.300000000046566,3972070.700000000186265,grid,8425-2075,29,27,S,1,handle?,glass,1.700000000000000,pale green piece with ridge.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.87071946,23.30858649,161
,8805-9925-V-O1,708805.000000000000000,3979925.000000000000000,grid,8805-9925,2,2,V,1,quern,sandstone,13.400000000000000,two flat surfaces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,35.94139551,23.31486111,162
,9055-0805-S-O1,709055.000000000000000,3970805.000000000000000,grid,9055-0805,14,43,S,1,lump,slag,3.200000000000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.85918264,23.31523541,163
,9065-0835-S-O1,709065.000000000000000,3970835.000000000000000,grid,9065-0835,104,43,S,1,quern,conglomerate,10.199999999999999,one flat surface and one concave underside.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.85945077,23.31535394,164
,9085-0695-S-O1,709085.000000000000000,3970695.000000000000000,grid,9085-0695,2,50,S,1,quern,conglomerate,12.500000000000000,one flat surface.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.85818528,23.31553857,165
,9805-8695-S-1,709803.500000000000000,3968694.299999999813735,grid,9805-8695,29,39,S,1,lump,slag,3.100000000000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.84000791,23.32296383,166
,9815-8685-V-1,709813.000000000000000,3968689.600000000093132,grid,9815-8685,29,39,V,1,lump,slag,2.600000000000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.83996354,23.32306770,167
,9815-8695-S-1,709811.400000000023283,3968698.000000000000000,grid,9815-8695,28,39,S,1,lump,slag,3.200000000000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.84003955,23.32305220,168
,9825-8685-V-1,709820.599999999976717,3968682.500000000000000,grid,9825-8685,28,39,V,1,body fragment,glass,2.500000000000000,pale green and seems to be made in two distinct layers.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,35.83989795,23.32314992,169